#"Step","Time (ps)","Temperature (K)","Speed (ns/day)"
3055000,6110.000000327272,298.2797935088337,475
3060000,6120.000000329309,298.4458390775904,475
3065000,6130.000000331346,302.2485258113408,475
3070000,6140.0000003333835,300.91147205908726,475
3075000,6150.000000335421,300.2537679933341,475
3080000,6160.000000337458,300.12396059863767,475
3085000,6170.000000339495,299.07771874596557,475
3090000,6180.0000003415325,297.89481542052584,475
3095000,6190.00000034357,303.6603332344288,475
3100000,6200.000000345607,301.3003193850159,475
3105000,6210.000000347644,300.2155178157111,475
3110000,6220.000000349682,301.52236940459295,475
3115000,6230.000000351719,301.11755870973724,475
3120000,6240.000000353756,297.5858512690204,475
3125000,6250.000000355793,297.7813251536246,475
3130000,6260.000000357831,299.34111433326234,475
3135000,6270.000000359868,301.04304824812465,475
